,camera_0,camera_1,camera_2,camera_3
1623,1656237021201736252,1656237021201499003,1656237021201661660,1656237021202343629
1624,1656237021301669151,1656237021301568057,1656237021301602297,1656237021302229171
1625,1656237021401824077,1656237021401579572,1656237021401756480,1656237021402313251
1626,1656237021501704397,1656237021501503019,1656237021525662720,1656237021502221802
1627,1656237021601145144,1656237021601562696,1656237021602184147,1656237021602273560
1628,1656237021701503056,1656237021701765515,1656237021702049101,1656237021702101339
1629,1656237021801478549,1656237021801511867,1656237021801729503,1656237021802193675
1630,1656237021901665765,1656237021901519990,1656237021902218836,1656237021902232921
1631,1656237022001786737,1656237022001579987,1656237022002131184,1656237022002758173
1632,1656237022101760246,1656237022101575854,1656237022102073230,1656237022102120746
1633,1656237022201758396,1656237022201551879,1656237022202103471,1656237022201945485
1634,1656237022301609980,1656237022301615588,1656237022302047885,1656237022301913911
1635,1656237022401568960,1656237022401529851,1656237022402125104,1656237022402290325
1636,1656237022501627465,1656237022501694269,1656237022502128912,1656237022502196860
1637,1656237022601445959,1656237022601529297,1656237022602052205,1656237022602181031
1638,1656237022701709562,1656237022701556556,1656237022702105903,1656237022702387420
1639,1656237022801367631,1656237022801660363,1656237022801926247,1656237022802179486
1640,1656237022901580352,1656237022901732361,1656237022901985802,1656237022902229004
1641,1656237023003812916,1656237023001854889,1656237023002076686,1656237023002033806
1642,1656237023101765814,1656237023101525109,1656237023101660251,1656237023102101405
1643,1656237023201644726,1656237023201563025,1656237023202129328,1656237023202383030
1644,1656237023301440051,1656237023301692946,1656237023302121455,1656237023302351808
1645,1656237023401498428,1656237023401669067,1656237023402095534,1656237023402198148
1646,1656237023501518531,1656237023501510463,1656237023502028747,1656237023502217809
1647,1656237023601870459,1656237023601568380,1656237023601873988,1656237023602107127
1648,1656237023701525936,1656237023701634905,1656237023702221780,1656237023702161189
1649,1656237023801588570,1656237023801536688,1656237023801960040,1656237023802104526
1650,1656237023901451289,1656237023901500041,1656237023902098766,1656237023902097433
1651,1656237024001340826,1656237024001580999,1656237024002049548,1656237024002481495
1652,1656237024101608814,1656237024101575521,1656237024102010826,1656237024102347388
1653,1656237024201547729,1656237024201564955,1656237024202162225,1656237024202144926
1654,1656237024301560376,1656237024301507763,1656237024302109038,1656237024302367988
1655,1656237024401546334,1656237024401492525,1656237024402187250,1656237024402254842
1656,1656237024501695915,1656237024501563051,1656237024502000681,1656237024502260422
1657,1656237024601628142,1656237024601611336,1656237024602194354,1656237024602203919
1658,1656237024701578834,1656237024701407001,1656237024702027243,1656237024702295039
1659,1656237024801601178,1656237024801488344,1656237024802173041,1656237024802174533
1660,1656237024901493467,1656237024901425775,1656237024902046699,1656237024902124238
1661,1656237025001553508,1656237025001857948,1656237025001879332,1656237025003593664
1662,1656237025101499624,1656237025101502728,1656237025102123983,1656237025102163815
1663,1656237025201285603,1656237025201476353,1656237025202070412,1656237025202067470
1664,1656237025301265801,1656237025301519518,1656237025302084749,1656237025302402375
1665,1656237025401183051,1656237025401492759,1656237025401778015,1656237025402194182
1666,1656237025501268630,1656237025501557301,1656237025502021770,1656237025502242993
1667,1656237025601233978,1656237025601484076,1656237025602032330,1656237025602185079
1668,1656237025701650485,1656237025701480326,1656237025702077036,1656237025702132734
1669,1656237025801657116,1656237025801485409,1656237025802071628,1656237025802165096
1670,1656237025901673699,1656237025901500668,1656237025902136079,1656237025902087213
1671,1656237026001720011,1656237026001559097,1656237026002950163,1656237026002102135
1672,1656237026101536169,1656237026101403789,1656237026102137615,1656237026102105888
1673,1656237026201627156,1656237026201535566,1656237026201951014,1656237026202319123
1674,1656237026301701982,1656237026301524872,1656237026301998312,1656237026302078993
1675,1656237026401323889,1656237026401555044,1656237026401960295,1656237026402197951
1676,1656237026501250356,1656237026501529821,1656237026501940038,1656237026502072130
1677,1656237026601197272,1656237026601550329,1656237026602057259,1656237026602234163
1678,1656237026701265954,1656237026701449327,1656237026701986952,1656237026702157816
1679,1656237026801179492,1656237026801453002,1656237026802079340,1656237026802050748
1680,1656237026901722917,1656237026901511591,1656237026902076652,1656237026902229358
1681,1656237027002385579,1656237027001476512,1656237027002037418,1656237027002623562
1682,1656237027101717425,1656237027101523862,1656237027102263540,1656237027102304291
1683,1656237027201792923,1656237027201544265,1656237027202121741,1656237027202165414
1684,1656237027301689212,1656237027301513498,1656237027302084492,1656237027302200336
1685,1656237027401641920,1656237027401456361,1656237027402035369,1656237027402213562
1686,1656237027501734475,1656237027501543391,1656237027501955526,1656237027502177153
1687,1656237027601279067,1656237027601438540,1656237027601937925,1656237027602297584
1688,1656237027701630067,1656237027701435070,1656237027701986855,1656237027702117744
1689,1656237027801431663,1656237027801575670,1656237027801623191,1656237027802032085
1690,1656237027901473880,1656237027901511717,1656237027901630263,1656237027902085345
1691,1656237028003123681,1656237028001543481,1656237028002064394,1656237028003600946
1692,1656237028101456229,1656237028101483880,1656237028101931653,1656237028101639901
1693,1656237028201506047,1656237028201519292,1656237028201944677,1656237028201705897
1694,1656237028301479829,1656237028301578064,1656237028301971686,1656237028301839417
1695,1656237028401503981,1656237028401476414,1656237028401909443,1656237028402092270
1696,1656237028501618026,1656237028501528178,1656237028501956965,1656237028502203612
1697,1656237028601702181,1656237028601430592,1656237028601883970,1656237028602114369
1698,1656237028701515763,1656237028701393360,1656237028702203344,1656237028702404472
1699,1656237028801215163,1656237028801420676,1656237028802081739,1656237028802221528
1700,1656237028901208369,1656237028902217079,1656237028902077259,1656237028901965748
1701,1656237029001607356,1656237029001470634,1656237029001627863,1656237029003690352
1702,1656237029101504751,1656237029101576128,1656237029101942180,1656237029102389179
1703,1656237029201443075,1656237029201477870,1656237029201930788,1656237029202338017
1704,1656237029301380119,1656237029301546179,1656237029301920099,1656237029302041340
1705,1656237029401496276,1656237029401503315,1656237029401900899,1656237029401794873
1706,1656237029501665972,1656237029501795601,1656237029501897314,1656237029502138770
1707,1656237029601678860,1656237029601547833,1656237029602110796,1656237029602031862
1708,1656237029701719525,1656237029701479624,1656237029701981382,1656237029702226473
1709,1656237029801615831,1656237029801840265,1656237029801955749,1656237029802253171
1710,1656237029901758102,1656237029901483916,1656237029901937668,1656237029902314879
1711,1656237030002815970,1656237030001787275,1656237030002639523,1656237030002461967
1712,1656237030101598493,1656237030101462575,1656237030101969573,1656237030102029219
1713,1656237030201636086,1656237030201494691,1656237030201667960,1656237030202362876
1714,1656237030301510823,1656237030301555639,1656237030302102923,1656237030302163547
1715,1656237030401543200,1656237030401673518,1656237030402116844,1656237030402029342
1716,1656237030501790595,1656237030501560155,1656237030501936100,1656237030502054024
1717,1656237030601848990,1656237030601492042,1656237030601922947,1656237030602252059
1718,1656237030701695597,1656237030701549631,1656237030701870016,1656237030702250723
1719,1656237030801531004,1656237030801524048,1656237030802171406,1656237030802315312
1720,1656237030901425359,1656237030901480832,1656237030901924771,1656237030902161233
1721,1656237031001803353,1656237031001757822,1656237031002214096,1656237031002439431
1722,1656237031101671209,1656237031101420001,1656237031101858016,1656237031102145890
1723,1656237031201346449,1656237031201845317,1656237031202010598,1656237031202011461
1724,1656237031301655479,1656237031301526570,1656237031301933539,1656237031302217144
1725,1656237031401707185,1656237031401588126,1656237031401680664,1656237031402155038
1726,1656237031501573442,1656237031501582416,1656237031501600052,1656237031502294701
1727,1656237031601641372,1656237031601589890,1656237031601974853,1656237031602153007
1728,1656237031701716728,1656237031701547219,1656237031702172973,1656237031702175833
1729,1656237031801584424,1656237031801439296,1656237031802100426,1656237031801906453
1730,1656237031901646595,1656237031901515125,1656237031902112651,1656237031902000547
1731,1656237032002986748,1656237032001552713,1656237032002729638,1656237032001772129
1732,1656237032101464968,1656237032101405429,1656237032102033863,1656237032102234304
1733,1656237032201426366,1656237032201428200,1656237032202244560,1656237032202197415
1734,1656237032301656224,1656237032301472827,1656237032301947427,1656237032302467069
1735,1656237032401232003,1656237032401507343,1656237032402045831,1656237032402130358
1736,1656237032501566155,1656237032501639142,1656237032501945219,1656237032502078332
1737,1656237032601728010,1656237032601505811,1656237032601659126,1656237032602177674
1738,1656237032701684607,1656237032701582664,1656237032701983236,1656237032702105776
1739,1656237032801695927,1656237032801501623,1656237032801977860,1656237032801665732
1740,1656237032901078320,1656237032901583660,1656237032902052615,1656237032901712527
1741,1656237033001936850,1656237033001609887,1656237033001930786,1656237033001855327
1742,1656237033102908825,1656237033101419817,1656237033101734073,1656237033101963885
1743,1656237033201446344,1656237033201459805,1656237033201987076,1656237033201967574
1744,1656237033301543396,1656237033301507345,1656237033301937314,1656237033302197290
1745,1656237033401576317,1656237033401482210,1656237033401958499,1656237033402458719
1746,1656237033501423181,1656237033501499220,1656237033501992740,1656237033502435303
1747,1656237033601212858,1656237033601487334,1656237033602044743,1656237033602315210
1748,1656237033701549978,1656237033701484024,1656237033702098411,1656237033702306387
1749,1656237033801665164,1656237033801457641,1656237033801830432,1656237033802313628
1750,1656237033901658680,1656237033901445370,1656237033901764863,1656237033902314085
1751,1656237034002224512,1656237034001521039,1656237034001726271,1656237034002522136
1752,1656237034101569932,1656237034101507841,1656237034101680190,1656237034102322712
1753,1656237034201766274,1656237034201426479,1656237034202233176,1656237034201981584
1754,1656237034301531715,1656237034301538278,1656237034301935020,1656237034302613976
1755,1656237034401667381,1656237034401481878,1656237034402071764,1656237034402196460
1756,1656237034501648512,1656237034501493897,1656237034501881837,1656237034502198358
1757,1656237034601641164,1656237034601504731,1656237034602014836,1656237034602309860
1758,1656237034701788575,1656237034701522478,1656237034701933618,1656237034702157510
1759,1656237034801198222,1656237034801567874,1656237034801919379,1656237034802063274
1760,1656237034901732084,1656237034901523987,1656237034901905428,1656237034902163384
1761,1656237035004227195,1656237035001549350,1656237035001769903,1656237035002350346
1762,1656237035101740237,1656237035101492054,1656237035101629099,1656237035102080102
1763,1656237035201760954,1656237035201524713,1656237035201695279,1656237035202168275
1764,1656237035301688226,1656237035301561437,1656237035301666799,1656237035302305922
1765,1656237035401674317,1656237035401656275,1656237035401696978,1656237035401890071
1766,1656237035501445294,1656237035501694343,1656237035502152680,1656237035502159853
1767,1656237035601673605,1656237035601546995,1656237035601675700,1656237035602145718
1768,1656237035701638704,1656237035701517188,1656237035702054374,1656237035702358601
1769,1656237035801542743,1656237035801503382,1656237035802108842,1656237035802190506
1770,1656237035901835121,1656237035901468614,1656237035901914243,1656237035902252374
1771,1656237036001669173,1656237036001536059,1656237036001924133,1656237036003322322
1772,1656237036101628959,1656237036101501036,1656237036102003114,1656237036102130818
1773,1656237036201493124,1656237036201492190,1656237036201702750,1656237036202085897
1774,1656237036301511409,1656237036301602773,1656237036301917737,1656237036302160277
1775,1656237036401532958,1656237036401536740,1656237036401950028,1656237036402382025
1776,1656237036501626735,1656237036501570680,1656237036501964014,1656237036502220394
1777,1656237036601640444,1656237036601574826,1656237036601887756,1656237036601993864
1778,1656237036701623271,1656237036701504697,1656237036702032756,1656237036702210299
1779,1656237036801682902,1656237036801482667,1656237036802028981,1656237036802181187
1780,1656237036901726180,1656237036901441691,1656237036902054648,1656237036902085095
1781,1656237037001723600,1656237037001530001,1656237037001910451,1656237037001969643
1782,1656237037101597685,1656237037101488417,1656237037102130750,1656237037102255329
1783,1656237037201914225,1656237037201603672,1656237037201899382,1656237037202145061
1784,1656237037301570860,1656237037301453316,1656237037301950489,1656237037302276852
1785,1656237037401543159,1656237037401519769,1656237037401793780,1656237037402141175
1786,1656237037501672361,1656237037501412743,1656237037501929691,1656237037502120671
1787,1656237037601695158,1656237037601466683,1656237037602053410,1656237037602365107
1788,1656237037701579324,1656237037701599827,1656237037702077029,1656237037702245815
1789,1656237037801573512,1656237037801515010,1656237037802051845,1656237037801879758
1790,1656237037901676345,1656237037901446929,1656237037902148235,1656237037902139235
1791,1656237038001601314,1656237038001533703,1656237038002274034,1656237038002163598
1792,1656237038101206010,1656237038101568699,1656237038101909475,1656237038102230042
1793,1656237038201162724,1656237038201472521,1656237038201974632,1656237038202245763
1794,1656237038301174833,1656237038301451866,1656237038302003498,1656237038302136071
1795,1656237038401151899,1656237038401456109,1656237038401906888,1656237038402145617
1796,1656237038501160904,1656237038501522786,1656237038501988397,1656237038502291553
1797,1656237038601795187,1656237038601503891,1656237038601632254,1656237038602157475
1798,1656237038701756093,1656237038701444323,1656237038702147191,1656237038702395736
1799,1656237038801136427,1656237038801473942,1656237038801977873,1656237038802268122
1800,1656237038901157048,1656237038901516906,1656237038902161466,1656237038902310437
1801,1656237039001874023,1656237039001541437,1656237039002150235,1656237039002043905
1802,1656237039101622054,1656237039101513934,1656237039101936243,1656237039102381531
1803,1656237039201706615,1656237039201528545,1656237039201966358,1656237039202126103
1804,1656237039301610142,1656237039301469137,1656237039301938646,1656237039302015195
1805,1656237039401721807,1656237039401527365,1656237039402080510,1656237039403008596
1806,1656237039501760701,1656237039501499286,1656237039501928601,1656237039502244504
1807,1656237039601257585,1656237039601521674,1656237039601892409,1656237039602274818
1808,1656237039701253244,1656237039701463961,1656237039702177383,1656237039702057377
1809,1656237039801327404,1656237039801514382,1656237039801630864,1656237039802263028
1810,1656237039901253492,1656237039901528512,1656237039901953600,1656237039902123606
1811,1656237040001942242,1656237040001772509,1656237040002079399,1656237040002168001
1812,1656237040101679809,1656237040101530949,1656237040101968419,1656237040102062469
1813,1656237040201810964,1656237040201509334,1656237040202134412,1656237040201762816
1814,1656237040301675833,1656237040301538026,1656237040302019753,1656237040302009268
1815,1656237040401790059,1656237040401497050,1656237040402076813,1656237040402212135
1816,1656237040501805399,1656237040501530062,1656237040502046093,1656237040502296532
1817,1656237040601717759,1656237040601494558,1656237040601810372,1656237040602287293
1818,1656237040701733868,1656237040701463471,1656237040702068241,1656237040702048730
1819,1656237040801179613,1656237040801559590,1656237040801974414,1656237040802173161
1820,1656237040901772422,1656237040901430450,1656237040901910061,1656237040902193171
1821,1656237041003030479,1656237041001432869,1656237041002282367,1656237041002215389
1822,1656237041101819712,1656237041101547868,1656237041101988179,1656237041102158851
1823,1656237041201716071,1656237041201412072,1656237041201980980,1656237041202259089
1824,1656237041301709683,1656237041301480797,1656237041301960917,1656237041302207064
1825,1656237041401696862,1656237041401467055,1656237041401918164,1656237041401944598
1826,1656237041501586468,1656237041501525795,1656237041501936311,1656237041502162378
1827,1656237041601714967,1656237041601475347,1656237041602121120,1656237041602121522
1828,1656237041701690722,1656237041701579434,1656237041701939066,1656237041702074842
1829,1656237041801706158,1656237041801404853,1656237041802054112,1656237041802240716
1830,1656237041901670873,1656237041901540909,1656237041902022400,1656237041902206261
1831,1656237042001274417,1656237042001550271,1656237042001825305,1656237042002783290
1832,1656237042101274941,1656237042101453197,1656237042102113895,1656237042102193544
1833,1656237042201588024,1656237042201503394,1656237042201536111,1656237042202267350
1834,1656237042301625734,1656237042301568407,1656237042302061928,1656237042302101976
1835,1656237042401632499,1656237042401547336,1656237042401996807,1656237042402142788
1836,1656237042501446037,1656237042501466007,1656237042501960391,1656237042502124653
1837,1656237042601454882,1656237042601541068,1656237042602040492,1656237042601858858
1838,1656237042701674297,1656237042701770344,1656237042702045741,1656237042702289641
1839,1656237042801676677,1656237042801501231,1656237042802019182,1656237042802086313
1840,1656237042901647791,1656237042901442815,1656237042901884329,1656237042901711681
1841,1656237043001749344,1656237043002476637,1656237043002325822,1656237043003491265
1842,1656237043101727723,1656237043101614506,1656237043101911693,1656237043102224078
1843,1656237043201745944,1656237043201579995,1656237043201861453,1656237043202079121
1844,1656237043301807207,1656237043301502474,1656237043301976979,1656237043302317159
1845,1656237043401745552,1656237043401488571,1656237043401611172,1656237043402347410
1846,1656237043501564051,1656237043501544720,1656237043502190784,1656237043502253656
1847,1656237043602024150,1656237043601498848,1656237043601990488,1656237043602206592
1848,1656237043701691697,1656237043701511443,1656237043701983353,1656237043702362193
1849,1656237043801690173,1656237043801476228,1656237043802263431,1656237043801878724
1850,1656237043901610348,1656237043901463989,1656237043902013150,1656237043902136058
1851,1656237044001791791,1656237044001614446,1656237044002100035,1656237044002208168
1852,1656237044101816170,1656237044101519644,1656237044101908412,1656237044102524961
1853,1656237044201645307,1656237044201392521,1656237044201962400,1656237044202172282
1854,1656237044301551664,1656237044301457598,1656237044301936448,1656237044302127490
1855,1656237044401513865,1656237044401503506,1656237044401935906,1656237044402033608
1856,1656237044501729517,1656237044501515749,1656237044501968165,1656237044502130614
1857,1656237044601636514,1656237044601443796,1656237044601734236,1656237044602077534
1858,1656237044701744738,1656237044701520265,1656237044701643033,1656237044702072136
1859,1656237044801621686,1656237044801457401,1656237044801633978,1656237044802134613
1860,1656237044901876828,1656237044901577776,1656237044901628635,1656237044902319400
1861,1656237045002268105,1656237045054710448,1656237045002123347,1656237045001630833
1862,1656237045101747434,1656237045101511858,1656237045101898218,1656237045102462851
1863,1656237045201501720,1656237045201550534,1656237045201551068,1656237045202239522
1864,1656237045301543092,1656237045301560344,1656237045302167865,1656237045302198090
1865,1656237045401562894,1656237045401416228,1656237045402012500,1656237045402445696
1866,1656237045501590250,1656237045501509402,1656237045501987732,1656237045502135771
1867,1656237045601740715,1656237045601453578,1656237045601967637,1656237045602204137
1868,1656237045701365555,1656237045701493822,1656237045702058106,1656237045702180690
1869,1656237045801650747,1656237045801512977,1656237045801657962,1656237045802302081
1870,1656237045901728632,1656237045901498979,1656237045901931640,1656237045902236872
1871,1656237046001704209,1656237046001574744,1656237046001996220,1656237046002418875
1872,1656237046101708555,1656237046101555050,1656237046101970940,1656237046102189946
1873,1656237046201762920,1656237046201500377,1656237046201996607,1656237046201874709
1874,1656237046301732928,1656237046301544429,1656237046301594863,1656237046301911713
1875,1656237046401081594,1656237046401553120,1656237046402080326,1656237046402585643
1876,1656237046501852026,1656237046501471759,1656237046502083527,1656237046502219908
1877,1656237046601681484,1656237046601542372,1656237046602082345,1656237046601701685
1878,1656237046701652996,1656237046701527701,1656237046702122860,1656237046701836166
1879,1656237046801658239,1656237046801553033,1656237046802102476,1656237046801642822
1880,1656237046901293255,1656237046901539098,1656237046902037387,1656237046902089574
1881,1656237047001393925,1656237047001575406,1656237047002377020,1656237047002390270
1882,1656237047101377215,1656237047101515614,1656237047102002668,1656237047102371912
1883,1656237047203251765,1656237047201457677,1656237047202030095,1656237047202203946
1884,1656237047301596989,1656237047301897874,1656237047301986031,1656237047302337466
1885,1656237047401652570,1656237047401488115,1656237047402006033,1656237047401678660
1886,1656237047501568496,1656237047501518087,1656237047501911854,1656237047501892121
1887,1656237047601651534,1656237047601519417,1656237047601913520,1656237047601898819
1888,1656237047701738380,1656237047701489098,1656237047701966836,1656237047702197436
1889,1656237047801673603,1656237047801426073,1656237047801945780,1656237047802469459
1890,1656237047901573496,1656237047901477550,1656237047901946198,1656237047902312117
1891,1656237048001665590,1656237048001549091,1656237048002001210,1656237048002351681
1892,1656237048101691890,1656237048101451089,1656237048102003515,1656237048102327402
1893,1656237048201605063,1656237048201546567,1656237048201541416,1656237048202382679
1894,1656237048301587520,1656237048301545913,1656237048301980765,1656237048302512903
1895,1656237048401766819,1656237048401510250,1656237048402072387,1656237048402211107
1896,1656237048501807199,1656237048501525437,1656237048502125191,1656237048502235982
1897,1656237048601587310,1656237048601480845,1656237048602157514,1656237048601622746
1898,1656237048701627498,1656237048701461695,1656237048702159019,1656237048702235842
1899,1656237048801723721,1656237048801489906,1656237048802161037,1656237048802178601
1900,1656237048901649663,1656237048901441922,1656237048902076010,1656237048902226166
1901,1656237049001592246,1656237049001515447,1656237049002335543,1656237049004736376
1902,1656237049101668404,1656237049101504809,1656237049102139024,1656237049102439476
1903,1656237049201674542,1656237049201529660,1656237049201992619,1656237049202222708
1904,1656237049301294806,1656237049301485293,1656237049302012909,1656237049302209469
1905,1656237049401698563,1656237049401536001,1656237049401456150,1656237049402160837
1906,1656237049501754656,1656237049501512594,1656237049501672577,1656237049502084395
1907,1656237049601671830,1656237049601575815,1656237049601613376,1656237049602100982
1908,1656237049701585548,1656237049701636380,1656237049701641320,1656237049702183716
1909,1656237049801655145,1656237049801590540,1656237049802086500,1656237049801593522
1910,1656237049901676804,1656237049901483898,1656237049902128973,1656237049902207129
1911,1656237050001729089,1656237050001615346,1656237050001863817,1656237050002957031
1912,1656237050101594804,1656237050101571426,1656237050102003575,1656237050102336500
1913,1656237050201518890,1656237050201606358,1656237050202047648,1656237050202221848
1914,1656237050301607913,1656237050301517956,1656237050301951428,1656237050302350824
1915,1656237050401595426,1656237050401456757,1656237050401908425,1656237050402266958
1916,1656237050501261643,1656237050501548588,1656237050501911505,1656237050502132210
1917,1656237050601223716,1656237050601499485,1656237050601695919,1656237050602220032
1918,1656237050701613809,1656237050701525553,1656237050701969827,1656237050702208330
1919,1656237050801645388,1656237050801681035,1656237050801922920,1656237050802118672
1920,1656237050901610884,1656237050901488854,1656237050902183708,1656237050902283202
1921,1656237051002529516,1656237051001611470,1656237051003200112,1656237051002160806
1922,1656237051101738143,1656237051101509725,1656237051101939168,1656237051102104909
1923,1656237051201620115,1656237051201535153,1656237051201934472,1656237051202129208
1924,1656237051301708049,1656237051301564709,1656237051301621729,1656237051302084384
1925,1656237051401672361,1656237051401417074,1656237051402035835,1656237051402112908
1926,1656237051501754727,1656237051501459815,1656237051502321968,1656237051502041554
1927,1656237051601644796,1656237051601467706,1656237051602207698,1656237051602213349
1928,1656237051701405450,1656237051701454669,1656237051702274013,1656237051702248656
1929,1656237051801622607,1656237051801555492,1656237051801980311,1656237051802188343
1930,1656237051901634985,1656237051901668860,1656237051901581357,1656237051902132639
1931,1656237052001645732,1656237052001471047,1656237052003265920,1656237052003816570
1932,1656237052101762403,1656237052101450745,1656237052102158646,1656237052102258617
1933,1656237052201696730,1656237052201536336,1656237052201990998,1656237052201658278
1934,1656237052301815258,1656237052301829263,1656237052302024096,1656237052302144264
1935,1656237052401685197,1656237052401544726,1656237052401999238,1656237052402389053
1936,1656237052501695624,1656237052501454566,1656237052502026799,1656237052502361958
1937,1656237052601758213,1656237052601435736,1656237052601972660,1656237052602110500
1938,1656237052701675131,1656237052701483181,1656237052702177445,1656237052702325593
1939,1656237052801800411,1656237052801462815,1656237052802064392,1656237052802240991
1940,1656237052901158837,1656237052901415376,1656237052901975787,1656237052902201351
1941,1656237053001565347,1656237053001533544,1656237053002029621,1656237053003787101
1942,1656237053101261550,1656237053101520923,1656237053102104608,1656237053102376675
1943,1656237053201230695,1656237053201533678,1656237053201976194,1656237053202089760
1944,1656237053301697016,1656237053301679688,1656237053301922759,1656237053302247729
1945,1656237053401593645,1656237053401550645,1656237053402294432,1656237053401617405
1946,1656237053501661002,1656237053501726576,1656237053501965817,1656237053502194403
1947,1656237053601686085,1656237053601513274,1656237053601981473,1656237053602227918
1948,1656237053701712896,1656237053701523790,1656237053701968104,1656237053702444131
1949,1656237053801671736,1656237053801541377,1656237053802177337,1656237053801768972
1950,1656237053901624048,1656237053901446032,1656237053902040859,1656237053902256078
1951,1656237054002561944,1656237054002669047,1656237054002058851,1656237054002215958
1952,1656237054101294099,1656237054101448695,1656237054102238419,1656237054102151549
1953,1656237054201666944,1656237054201469899,1656237054202088692,1656237054202216906
1954,1656237054301646521,1656237054301458301,1656237054302037145,1656237054302174994
1955,1656237054401515820,1656237054401483345,1656237054401974174,1656237054401990643
1956,1656237054501519462,1656237054501462436,1656237054501906018,1656237054502188103
1957,1656237054601627590,1656237054601595612,1656237054601945388,1656237054601801950
1958,1656237054701585246,1656237054701422184,1656237054701925555,1656237054702213788
1959,1656237054801516468,1656237054801589858,1656237054801901049,1656237054802263657
1960,1656237054901628756,1656237054901490193,1656237054901917825,1656237054902145965
1961,1656237055002257804,1656237055001448994,1656237055001993868,1656237055002651600
1962,1656237055101653737,1656237055101504504,1656237055101890288,1656237055102224453
1963,1656237055201578079,1656237055201491498,1656237055202196997,1656237055202090665
1964,1656237055301280746,1656237055301625155,1656237055301972706,1656237055302112724
1965,1656237055401218081,1656237055401493425,1656237055402154066,1656237055402283750
1966,1656237055501556396,1656237055501464067,1656237055502045653,1656237055502065798
1967,1656237055601514468,1656237055601466646,1656237055601937400,1656237055602100753
1968,1656237055701515742,1656237055701461385,1656237055701921887,1656237055702104828
1969,1656237055801508018,1656237055801489725,1656237055801988457,1656237055802104774
1970,1656237055901667785,1656237055901479664,1656237055901970480,1656237055902214133
1971,1656237056001705625,1656237056001632489,1656237056002581875,1656237056002142076
1972,1656237056101726473,1656237056101600475,1656237056101965439,1656237056102168039
1973,1656237056201594417,1656237056201562092,1656237056202160432,1656237056202119503
1974,1656237056301498170,1656237056301480220,1656237056302103349,1656237056302119097
1975,1656237056401623311,1656237056402856329,1656237056401934069,1656237056402353966
1976,1656237056501235402,1656237056501566150,1656237056502081699,1656237056502482302
1977,1656237056601721649,1656237056601550616,1656237056602098539,1656237056602245725
1978,1656237056701804995,1656237056701500905,1656237056702285083,1656237056702160131
1979,1656237056801602568,1656237056801509757,1656237056802072921,1656237056802272050
1980,1656237056901620823,1656237056901514800,1656237056901903066,1656237056902089460
1981,1656237057002313032,1656237057001523267,1656237057002630817,1656237057002095902
1982,1656237057101629205,1656237057101497077,1656237057102056080,1656237057102135210
1983,1656237057201753001,1656237057201417381,1656237057201969907,1656237057202149781
1984,1656237057301683604,1656237057301654562,1656237057301976859,1656237057302237891
1985,1656237057401691715,1656237057401477038,1656237057401958946,1656237057402167593
1986,1656237057501575692,1656237057501587525,1656237057501988907,1656237057502255638
1987,1656237057601732770,1656237057601556535,1656237057601943665,1656237057602279361
1988,1656237057701327325,1656237057701539914,1656237057701928664,1656237057701841333
1989,1656237057801653787,1656237057801448537,1656237057802048069,1656237057835031227
1990,1656237057901644746,1656237057901516111,1656237057901999626,1656237057902130518
1991,1656237058001966792,1656237058001606406,1656237058002224060,1656237058003227476
1992,1656237058101791502,1656237058101521749,1656237058101951255,1656237058102246958
1993,1656237058201588146,1656237058201507816,1656237058202015490,1656237058202157139
1994,1656237058301685478,1656237058301556061,1656237058301939142,1656237058302187838
1995,1656237058401681364,1656237058401608722,1656237058401931821,1656237058402410578
1996,1656237058501581053,1656237058501474624,1656237058502102717,1656237058502156080
1997,1656237058601576876,1656237058601524149,1656237058602052962,1656237058602276767
1998,1656237058701579002,1656237058701500135,1656237058702005192,1656237058702180323
1999,1656237058801688206,1656237058801491034,1656237058801627935,1656237058802202318
